date,1#铜,A00铝,1#白银,铝合金ADC12,铸造铝合金锭(ZLD104)
2021-11-03,70950.0,19820.0,4795.0,20400.0,
2021-11-04,71470.0,19950.0,4840.0,20400.0,
2021-11-05,70530.0,18640.0,4890.0,19600.0,
2021-11-08,71000.0,18850.0,4985.0,19700.0,
2021-11-09,71260.0,18940.0,5000.0,19700.0,
2021-11-10,70790.0,18500.0,4975.0,19400.0,
2021-11-11,70790.0,18790.0,5075.0,19500.0,
2021-11-12,71520.0,19410.0,5175.0,19800.0,
2021-11-15,71640.0,19170.0,5120.0,19700.0,
2021-11-16,71960.0,18940.0,5135.0,19600.0,
2021-11-17,71200.0,18460.0,5130.0,19400.0,
2021-11-18,70550.0,18330.0,5140.0,19300.0,
2021-11-19,72550.0,18540.0,5085.0,19600.0,
2021-11-22,72100.0,18930.0,5050.0,19600.0,
2021-11-23,72680.0,19170.0,4995.0,19700.0,
2021-11-24,72010.0,19120.0,4855.0,19600.0,
2021-11-25,72620.0,19330.0,4880.0,19700.0,
2021-11-26,71710.0,19220.0,4855.0,19600.0,
2021-11-29,70720.0,18800.0,4830.0,19500.0,
2021-11-30,70660.0,18850.0,4735.0,19500.0,
2021-12-01,70290.0,18870.0,4680.0,19500.0,
2021-12-02,70040.0,18900.0,4615.0,19500.0,
2021-12-03,69900.0,18670.0,4640.0,19400.0,
2021-12-06,70170.0,18770.0,4670.0,19500.0,
2021-12-07,69910.0,18670.0,4635.0,19500.0,
2021-12-08,69960.0,18780.0,4665.0,19600.0,
2021-12-09,70120.0,18680.0,4635.0,19500.0,
2021-12-10,69920.0,18760.0,4580.0,19500.0,
2021-12-13,69700.0,18670.0,4640.0,19500.0,
2021-12-14,69010.0,19050.0,4655.0,19700.0,
2021-12-15,69050.0,19080.0,4605.0,19700.0,
2021-12-16,68570.0,19010.0,4655.0,19600.0,
2021-12-17,69590.0,19400.0,4755.0,19800.0,
2021-12-20,69280.0,19590.0,4720.0,19900.0,
2021-12-21,69500.0,19410.0,4700.0,19700.0,
2021-12-22,69620.0,19550.0,4765.0,19800.0,
2021-12-23,69990.0,20050.0,4810.0,19900.0,
2021-12-24,69980.0,20080.0,4800.0,19900.0,
2021-12-27,69870.0,19790.0,4805.0,19800.0,
2021-12-28,70420.0,19760.0,4800.0,19800.0,
2021-12-29,70360.0,19930.0,4785.0,19800.0,
2021-12-30,70240.0,20140.0,4750.0,19800.0,
2021-12-31,70010.0,20360.0,4800.0,19900.0,
2022-01-04,69890.0,20110.0,4735.0,19800.0,
2022-01-05,70670.0,20310.0,4760.0,20000.0,
2022-01-06,70130.0,20750.0,4690.0,20300.0,
2022-01-07,69830.0,21050.0,4600.0,20300.0,
2022-01-10,70050.0,21230.0,4600.0,20300.0,
2022-01-11,69900.0,21620.0,4640.0,20400.0,
2022-01-12,70740.0,21670.0,4675.0,20400.0,
2022-01-13,72420.0,21580.0,4760.0,20400.0,
2022-01-14,71520.0,21160.0,4735.0,20400.0,
2022-01-17,70570.0,21070.0,4710.0,20300.0,
2022-01-18,70530.0,21190.0,4735.0,20400.0,
2022-01-19,70500.0,21640.0,4830.0,20500.0,
2022-01-20,70960.0,21370.0,4930.0,20400.0,
2022-01-21,71150.0,21340.0,5015.0,20400.0,
2022-01-24,70820.0,21120.0,4950.0,20400.0,
2022-01-25,70110.0,21160.0,4880.0,20400.0,
2022-01-26,70370.0,21590.0,4890.0,20600.0,
2022-01-27,70550.0,21440.0,4810.0,20600.0,
2022-01-28,70600.0,21640.0,4690.0,20700.0,
2022-02-07,71210.0,22270.0,4710.0,20700.0,
2022-02-08,70820.0,22480.0,4755.0,21300.0,
2022-02-09,70530.0,22890.0,4805.0,21700.0,
2022-02-10,72280.0,23290.0,4795.0,22100.0,
2022-02-11,72600.0,22920.0,4775.0,22100.0,
2022-02-14,71480.0,22570.0,4890.0,21900.0,
2022-02-15,71200.0,22670.0,4915.0,22000.0,
2022-02-16,71690.0,22590.0,4780.0,22000.0,
2022-02-17,71640.0,22660.0,4820.0,22200.0,
2022-02-18,71620.0,22720.0,4865.0,22200.0,
2022-02-21,71590.0,22590.0,4870.0,22200.0,
2022-02-22,71240.0,22920.0,4915.0,22500.0,
2022-02-23,71270.0,22700.0,4945.0,22300.0,
2022-02-24,70870.0,22710.0,5030.0,22300.0,
2022-02-25,71160.0,22820.0,4950.0,22400.0,
2022-02-28,70940.0,22700.0,4960.0,22400.0,
2022-03-01,70880.0,22560.0,4940.0,22300.0,
2022-03-02,71580.0,22860.0,5085.0,22400.0,
2022-03-03,72610.0,23560.0,5065.0,22700.0,
2022-03-04,73000.0,23450.0,5050.0,22700.0,
2022-03-07,75050.0,23870.0,5225.0,23000.0,
2022-03-08,73020.0,22710.0,5085.0,22500.0,
2022-03-09,73080.0,22050.0,5290.0,22400.0,
2022-03-10,72020.0,21490.0,5125.0,22100.0,
2022-03-11,72220.0,21880.0,5145.0,22400.0,
2022-03-14,72300.0,21900.0,5115.0,22400.0,
2022-03-15,72030.0,21720.0,5000.0,22200.0,
2022-03-16,71960.0,21770.0,5020.0,22200.0,
2022-03-17,72620.0,22080.0,5090.0,22300.0,
2022-03-18,73310.0,22520.0,5120.0,22400.0,
2022-03-21,73660.0,22980.0,5095.0,22600.0,
2022-03-22,73590.0,22770.0,5125.0,22600.0,
2022-03-23,73540.0,22910.0,5070.0,22400.0,
2022-03-24,73990.0,23160.0,5135.0,22400.0,
2022-03-25,73880.0,22990.0,5230.0,22300.0,
2022-03-28,73320.0,22890.0,5175.0,22200.0,
2022-03-29,74260.0,22980.0,5120.0,22200.0,
2022-03-30,74120.0,22730.0,5055.0,22100.0,
2022-03-31,73820.0,22630.0,5015.0,22100.0,
2022-04-01,73790.0,22720.0,5025.0,22200.0,25300.0
2022-04-06,74050.0,22480.0,4965.0,22200.0,25200.0
2022-04-07,73890.0,22020.0,4980.0,22000.0,25000.0
2022-04-08,73880.0,21790.0,5025.0,22000.0,24500.0
2022-04-11,73820.0,21230.0,5070.0,21700.0,23950.0
2022-04-12,73920.0,20850.0,5130.0,21500.0,23550.0
2022-04-13,74630.0,21050.0,5185.0,21400.0,23550.0
2022-04-14,74650.0,21450.0,5225.0,21500.0,23750.0
2022-04-15,75470.0,21730.0,5210.0,21700.0,24150.0
2022-04-18,75590.0,21790.0,5295.0,21700.0,24150.0
2022-04-19,75770.0,22020.0,5265.0,21800.0,24550.0
2022-04-20,74890.0,21750.0,5150.0,21700.0,24350.0
2022-04-21,74990.0,21830.0,5170.0,21700.0,24450.0
2022-04-22,75130.0,21800.0,5090.0,21700.0,24450.0
2022-04-25,74440.0,20940.0,5035.0,21400.0,23650.0
2022-04-26,74010.0,20730.0,5005.0,21400.0,23350.0
2022-04-27,73960.0,20730.0,4975.0,21400.0,23350.0
2022-04-28,74140.0,20840.0,4905.0,21500.0,23350.0
2022-04-29,74120.0,20810.0,4940.0,21500.0,23350.0
2022-05-05,73850.0,20720.0,4950.0,21400.0,23150.0
2022-05-06,72940.0,20300.0,4805.0,21300.0,22650.0
2022-05-09,72600.0,19770.0,4830.0,20900.0,22150.0
2022-05-10,72120.0,19640.0,4770.0,20900.0,22050.0
2022-05-11,72190.0,20110.0,4705.0,20900.0,22350.0
2022-05-12,72240.0,20260.0,4750.0,21000.0,22450.0
2022-05-13,71290.0,20100.0,4640.0,20900.0,22250.0
2022-05-16,71680.0,20500.0,4685.0,21000.0,22650.0
2022-05-17,72230.0,20410.0,4745.0,21000.0,22550.0
2022-05-18,72130.0,20400.0,4715.0,20900.0,22350.0
2022-05-19,71850.0,20510.0,4700.0,21000.0,22350.0
2022-05-20,72150.0,20770.0,4770.0,21100.0,22650.0
2022-05-23,72450.0,20840.0,4755.0,21100.0,22850.0
2022-05-24,72610.0,20610.0,4715.0,20900.0,22650.0
2022-05-25,72410.0,20520.0,4780.0,20900.0,22400.0
2022-05-26,72010.0,20500.0,4750.0,20800.0,22300.0
2022-05-27,72680.0,20790.0,4790.0,20900.0,22400.0
2022-05-30,72780.0,20740.0,4780.0,20800.0,22400.0
2022-05-31,72780.0,20750.0,4675.0,20800.0,22400.0
2022-06-01,72380.0,20190.0,4655.0,20500.0,21800.0
2022-06-02,72660.0,20540.0,4705.0,20500.0,22100.0
2022-06-06,73410.0,20830.0,4785.0,20600.0,22400.0
2022-06-07,73230.0,20820.0,4770.0,20600.0,22400.0
2022-06-08,73060.0,20790.0,4775.0,20600.0,22400.0
2022-06-09,73140.0,20780.0,4765.0,20600.0,22400.0
2022-06-10,72820.0,20500.0,4680.0,20400.0,22100.0
2022-06-13,72300.0,20090.0,4740.0,20100.0,21700.0
2022-06-14,71820.0,19910.0,4630.0,20100.0,21600.0
2022-06-15,71350.0,20070.0,4630.0,20100.0,21700.0
2022-06-16,71420.0,20170.0,4705.0,20100.0,21800.0
2022-06-17,70120.0,19920.0,4735.0,20000.0,21400.0
2022-06-20,68870.0,19730.0,4680.0,19900.0,21200.0
2022-06-21,68900.0,19860.0,4700.0,19900.0,21300.0
2022-06-22,68280.0,19770.0,4655.0,19900.0,21400.0
2022-06-23,66030.0,19340.0,4635.0,19800.0,21100.0
2022-06-24,64410.0,19150.0,4540.0,19600.0,20800.0
2022-06-27,64520.0,19180.0,4610.0,19600.0,20800.0
2022-06-28,64330.0,19260.0,4545.0,19500.0,20800.0
2022-06-29,64350.0,19370.0,4535.0,19400.0,20800.0
2022-06-30,64290.0,19230.0,4510.0,19400.0,20800.0
2022-07-01,63160.0,19060.0,4410.0,19200.0,20600.0
2022-07-04,61750.0,19180.0,4325.0,19200.0,20700.0
2022-07-05,61430.0,19040.0,4400.0,19100.0,20700.0
2022-07-06,58500.0,18240.0,4225.0,18900.0,20000.0
2022-07-07,58200.0,18240.0,4200.0,18700.0,20000.0
2022-07-08,59910.0,18470.0,4225.0,18700.0,20000.0
2022-07-11,58630.0,18190.0,4210.0,18400.0,19800.0
2022-07-12,58650.0,17990.0,4195.0,18200.0,19500.0
2022-07-13,56680.0,17600.0,4175.0,18000.0,19100.0
2022-07-14,56320.0,17430.0,4205.0,17900.0,19000.0
2022-07-15,55340.0,17430.0,4050.0,17800.0,19000.0
2022-07-18,55950.0,17740.0,4110.0,17800.0,19300.0
2022-07-19,56490.0,17900.0,4095.0,17900.0,19800.0
2022-07-20,56700.0,17880.0,4120.0,17900.0,19400.0
2022-07-21,56500.0,17840.0,4105.0,17800.0,19400.0
2022-07-22,57200.0,17980.0,4165.0,17800.0,19500.0
2022-07-25,57750.0,17840.0,4125.0,17700.0,19400.0
2022-07-26,59050.0,17840.0,4125.0,17600.0,19400.0
2022-07-27,58770.0,18020.0,4150.0,17600.0,19500.0
2022-07-28,60140.0,18360.0,4285.0,17700.0,19800.0
2022-07-29,60460.0,18610.0,4420.0,18000.0,20100.0
2022-08-01,61660.0,18280.0,4440.0,17800.0,19800.0
2022-08-02,60540.0,18170.0,4470.0,17800.0,19600.0
2022-08-03,60600.0,18220.0,4370.0,18000.0,19600.0
2022-08-04,60180.0,18400.0,4410.0,18100.0,19700.0
2022-08-05,60500.0,18530.0,4445.0,18200.0,19800.0
2022-08-08,61500.0,18410.0,4370.0,18300.0,19800.0
2022-08-09,61700.0,18480.0,4510.0,18400.0,19800.0
2022-08-10,62220.0,18800.0,4490.0,18600.0,20000.0
2022-08-11,62690.0,18810.0,4485.0,18600.0,20000.0
2022-08-12,63070.0,18670.0,4450.0,18700.0,20000.0
2022-08-15,62380.0,18220.0,4575.0,18500.0,19600.0
2022-08-16,62540.0,18120.0,4450.0,18500.0,19300.0
2022-08-17,62480.0,18470.0,4430.0,18700.0,19600.0
2022-08-18,62450.0,18640.0,4365.0,18800.0,19800.0
2022-08-19,63020.0,18410.0,4300.0,18800.0,19800.0
2022-08-22,63720.0,18570.0,4270.0,18900.0,19900.0
2022-08-23,63580.0,18560.0,4300.0,18900.0,19900.0
2022-08-24,63830.0,18820.0,4290.0,19000.0,20100.0
2022-08-25,63480.0,18860.0,4330.0,19000.0,20100.0
2022-08-26,64510.0,18850.0,4305.0,19000.0,20100.0
2022-08-29,63940.0,18960.0,4240.0,19100.0,20200.0
2022-08-30,63350.0,18550.0,4255.0,19000.0,19800.0
2022-08-31,62920.0,18440.0,4200.0,19000.0,19700.0
2022-09-01,61880.0,18350.0,4105.0,19000.0,19700.0
2022-09-02,60570.0,18110.0,4155.0,19000.0,19600.0
2022-09-05,60990.0,18420.0,4185.0,19100.0,19900.0
2022-09-06,61790.0,18400.0,4215.0,19200.0,19900.0
2022-09-07,62000.0,18390.0,4150.0,19100.0,19800.0
2022-09-08,61980.0,18450.0,4240.0,19100.0,19800.0
2022-09-09,63970.0,18800.0,4285.0,19400.0,20100.0
2022-09-13,63990.0,18700.0,4445.0,19400.0,20100.0
2022-09-14,63330.0,18620.0,4380.0,19300.0,20000.0
2022-09-15,63470.0,18790.0,4445.0,19400.0,20100.0
2022-09-16,62990.0,18870.0,4385.0,19400.0,20300.0
2022-09-19,63660.0,18770.0,4430.0,19400.0,20200.0
2022-09-20,63450.0,18690.0,4440.0,19400.0,20200.0
2022-09-21,63380.0,18540.0,4415.0,19300.0,20100.0
2022-09-22,63190.0,18660.0,4465.0,19300.0,20100.0
2022-09-23,63190.0,18710.0,4530.0,19300.0,20200.0
2022-09-26,61750.0,18460.0,4400.0,19200.0,20000.0
2022-09-27,61710.0,18270.0,4340.0,19000.0,19700.0
2022-09-28,61550.0,17950.0,4325.0,19000.0,19400.0
2022-09-29,62520.0,18130.0,4400.0,19000.0,19500.0
2022-09-30,62780.0,18350.0,4380.0,19100.0,19800.0
2022-10-10,63250.0,18600.0,4570.0,19400.0,20100.0
2022-10-11,64510.0,18600.0,4550.0,19400.0,20100.0
2022-10-12,63860.0,18410.0,4460.0,19400.0,20000.0
2022-10-13,64120.0,18480.0,4455.0,19400.0,20000.0
2022-10-14,65130.0,18710.0,4425.0,19500.0,20200.0
2022-10-17,64950.0,18490.0,4375.0,19400.0,20000.0
2022-10-18,63750.0,18310.0,4400.0,19300.0,19800.0
2022-10-19,63190.0,18390.0,4410.0,19300.0,19800.0
2022-10-20,62890.0,18430.0,4365.0,19300.0,19900.0
2022-10-21,64090.0,18650.0,4400.0,19400.0,20100.0
2022-10-24,64670.0,18650.0,4545.0,19400.0,20100.0
2022-10-25,64420.0,18540.0,4555.0,19400.0,20000.0
2022-10-26,64080.0,18640.0,4595.0,19400.0,20100.0
2022-10-27,64730.0,18580.0,4575.0,19400.0,20100.0
2022-10-28,64620.0,18300.0,4585.0,19300.0,19900.0
2022-10-31,63870.0,17860.0,4505.0,19100.0,19400.0
2022-11-01,64500.0,18040.0,4575.0,19000.0,19400.0
2022-11-02,64990.0,17980.0,4630.0,19000.0,19400.0
2022-11-03,64780.0,18240.0,4600.0,19100.0,19600.0
2022-11-04,64740.0,18280.0,4600.0,19100.0,19600.0
2022-11-07,66530.0,18350.0,4725.0,19100.0,19600.0
2022-11-08,66390.0,18470.0,4795.0,19100.0,19600.0
2022-11-09,66840.0,18600.0,4945.0,19200.0,19800.0
2022-11-10,67420.0,18550.0,4895.0,19100.0,19800.0
2022-11-11,68710.0,18750.0,4965.0,19200.0,20000.0
2022-11-14,67930.0,18790.0,4915.0,19200.0,20100.0
2022-11-15,67400.0,18790.0,4955.0,19200.0,20100.0
2022-11-16,67150.0,18850.0,4910.0,19300.0,20200.0
2022-11-17,66710.0,18980.0,4905.0,19300.0,20300.0
2022-11-18,66470.0,19240.0,4855.0,19400.0,20500.0
2022-11-21,65440.0,18990.0,4800.0,19300.0,20400.0
2022-11-22,65290.0,19010.0,4855.0,19300.0,20400.0
2022-11-23,65470.0,18970.0,4835.0,19300.0,20400.0
2022-11-24,65580.0,19090.0,4965.0,19300.0,20500.0
2022-11-25,65700.0,19020.0,4955.0,19300.0,20400.0
2022-11-28,64980.0,18800.0,4915.0,19200.0,20200.0
2022-11-29,65690.0,19170.0,4920.0,19400.0,20500.0
2022-11-30,65460.0,18960.0,4930.0,19400.0,20400.0
2022-12-01,66460.0,19280.0,5080.0,19500.0,20600.0
2022-12-02,66490.0,19320.0,5130.0,19500.0,20600.0
2022-12-05,67380.0,19510.0,5295.0,19500.0,20800.0
2022-12-06,66720.0,19410.0,5120.0,19500.0,20800.0
2022-12-07,66550.0,19420.0,5065.0,19500.0,20800.0
2022-12-08,66450.0,19350.0,5115.0,19500.0,20800.0
2022-12-09,67010.0,19260.0,5235.0,19500.0,20700.0
2022-12-12,66340.0,18950.0,5275.0,19400.0,20400.0
2022-12-13,66230.0,18930.0,5305.0,19300.0,20300.0
2022-12-14,66840.0,18940.0,5360.0,19300.0,20300.0
2022-12-15,66240.0,18920.0,5325.0,19300.0,20300.0
2022-12-16,65820.0,18840.0,5195.0,19300.0,20200.0
2022-12-19,66160.0,18740.0,5255.0,19300.0,20100.0
2022-12-20,65770.0,18700.0,5215.0,19300.0,20100.0
2022-12-21,66430.0,18770.0,5380.0,19300.0,20100.0
2022-12-22,66880.0,18820.0,5375.0,19300.0,20200.0
2022-12-23,66160.0,18790.0,5270.0,19300.0,20200.0
2022-12-26,66450.0,18760.0,5300.0,19300.0,20200.0
2022-12-27,66570.0,19060.0,5310.0,19400.0,20400.0
2022-12-28,66380.0,18970.0,5350.0,19400.0,20400.0
2022-12-29,66280.0,18700.0,5270.0,19300.0,20200.0
2022-12-30,66160.0,18680.0,5355.0,19300.0,20200.0
2023-01-03,65940.0,18320.0,5315.0,19200.0,19900.0
2023-01-04,65330.0,18020.0,5330.0,19100.0,19500.0
2023-01-05,64370.0,17730.0,5275.0,19000.0,19200.0
2023-01-06,65230.0,17700.0,5150.0,19000.0,19200.0
2023-01-09,66310.0,17860.0,5260.0,19000.0,19300.0
2023-01-10,66610.0,17990.0,5190.0,19200.0,19500.0
2023-01-11,67590.0,18070.0,5200.0,19200.0,19600.0
2023-01-12,68530.0,18220.0,5170.0,19300.0,19700.0
2023-01-13,68740.0,18450.0,5200.0,19400.0,19800.0
2023-01-16,68700.0,18460.0,5305.0,19400.0,19800.0
2023-01-17,68590.0,18520.0,5305.0,19400.0,19900.0
2023-01-18,69820.0,18640.0,5265.0,19400.0,20000.0
2023-01-19,69690.0,18840.0,5130.0,19500.0,20200.0
2023-01-20,70120.0,18970.0,5245.0,19600.0,20300.0
2023-01-30,69770.0,18770.0,5190.0,19600.0,20300.0
2023-01-31,69640.0,18730.0,5210.0,19600.0,20100.0
2023-02-01,69690.0,18960.0,5195.0,19700.0,20300.0
2023-02-02,69260.0,19000.0,5295.0,19700.0,20300.0
2023-02-03,68460.0,18870.0,5185.0,19700.0,20200.0
2023-02-06,68220.0,18750.0,5000.0,19700.0,20100.0
2023-02-07,67940.0,19000.0,4970.0,19800.0,20300.0
2023-02-08,68270.0,19050.0,4975.0,19800.0,20400.0
2023-02-09,68370.0,18880.0,4975.0,19800.0,20300.0
2023-02-10,68310.0,18580.0,4910.0,19700.0,20000.0
2023-02-13,68110.0,18460.0,4910.0,19600.0,19900.0
2023-02-14,68610.0,18480.0,4915.0,19600.0,19900.0
2023-02-15,69070.0,18490.0,4920.0,19600.0,19900.0
2023-02-16,68480.0,18430.0,4900.0,19600.0,19900.0
2023-02-17,69120.0,18460.0,4870.0,19600.0,19900.0
2023-02-20,69150.0,18690.0,4905.0,19700.0,20100.0
2023-02-21,69810.0,18610.0,4940.0,19700.0,20100.0
2023-02-22,70370.0,18620.0,4970.0,19700.0,20000.0
2023-02-23,70130.0,18620.0,4930.0,19700.0,20000.0
2023-02-24,69400.0,18480.0,4920.0,19700.0,19900.0
2023-02-27,68550.0,18330.0,4870.0,19600.0,19700.0
2023-02-28,68640.0,18330.0,4855.0,19600.0,19700.0
2023-03-01,69890.0,18440.0,4895.0,19600.0,19800.0
2023-03-02,69960.0,18530.0,4880.0,19600.0,19900.0
2023-03-03,69400.0,18550.0,4900.0,19600.0,19900.0
2023-03-06,69330.0,18470.0,4950.0,19600.0,19900.0
2023-03-07,69740.0,18560.0,4930.0,19700.0,20000.0
2023-03-08,68940.0,18470.0,4750.0,19700.0,19900.0
2023-03-09,69420.0,18450.0,4760.0,19700.0,19900.0
2023-03-10,69060.0,18230.0,4765.0,19600.0,19700.0
2023-03-13,69100.0,18220.0,4880.0,19600.0,19700.0
2023-03-14,68850.0,18280.0,5010.0,19600.0,19700.0
2023-03-15,69080.0,18320.0,5015.0,19600.0,19700.0
2023-03-16,67300.0,18140.0,5020.0,19500.0,19500.0
2023-03-17,67400.0,18160.0,5000.0,19500.0,19500.0
2023-03-20,67760.0,18240.0,5085.0,19500.0,19500.0
2023-03-21,67730.0,18120.0,5120.0,19400.0,19400.0
2023-03-22,68250.0,18110.0,5110.0,19400.0,19400.0
2023-03-23,68650.0,18150.0,5165.0,19400.0,19400.0
2023-03-24,69300.0,18320.0,5185.0,19400.0,19500.0
2023-03-27,69530.0,18390.0,5190.0,19400.0,19500.0
2023-03-28,69870.0,18590.0,5195.0,19500.0,19700.0
2023-03-29,69700.0,18590.0,5225.0,19500.0,19700.0
2023-03-30,69700.0,18570.0,5230.0,19500.0,19700.0
2023-03-31,69750.0,18660.0,5305.0,19500.0,19800.0
2023-04-03,69650.0,18600.0,5315.0,19500.0,19800.0
2023-04-04,69360.0,18580.0,5325.0,19500.0,19800.0
2023-04-06,68960.0,18610.0,5530.0,19500.0,19800.0
2023-04-07,68960.0,18660.0,5560.0,19500.0,19800.0
2023-04-10,69010.0,18630.0,5530.0,19500.0,19800.0
2023-04-11,68770.0,18380.0,5530.0,19300.0,19600.0
2023-04-12,69320.0,18440.0,5660.0,19300.0,19600.0
2023-04-13,69500.0,18500.0,5685.0,19300.0,19700.0
2023-04-14,70460.0,18690.0,5815.0,19300.0,19900.0
2023-04-17,70000.0,18750.0,5665.0,19400.0,20000.0
2023-04-18,69690.0,18860.0,5605.0,19400.0,20100.0
2023-04-19,69760.0,19030.0,5625.0,19500.0,20300.0
2023-04-20,69570.0,19110.0,5660.0,19500.0,20400.0
2023-04-21,68950.0,19020.0,5645.0,19500.0,20300.0
2023-04-24,68590.0,18910.0,5605.0,19500.0,20200.0
2023-04-25,68380.0,18830.0,5650.0,19400.0,20100.0
2023-04-26,67650.0,18760.0,5615.0,19400.0,20000.0
2023-04-27,66730.0,18570.0,5610.0,19300.0,19900.0
2023-04-28,67480.0,18480.0,5595.0,19200.0,19800.0
2023-05-04,67390.0,18510.0,5775.0,19100.0,19800.0
2023-05-05,66730.0,18360.0,5845.0,19000.0,19600.0
2023-05-08,67280.0,18470.0,5755.0,19000.0,19700.0
2023-05-09,67610.0,18360.0,5740.0,19000.0,19500.0
2023-05-10,67510.0,18390.0,5755.0,19000.0,19500.0
2023-05-11,66750.0,18330.0,5725.0,18900.0,19400.0
2023-05-12,64710.0,17890.0,5450.0,18700.0,19100.0
2023-05-15,64760.0,18030.0,5450.0,18700.0,19200.0
2023-05-16,65280.0,18240.0,5455.0,18800.0,19400.0
2023-05-17,64800.0,18390.0,5395.0,18800.0,19500.0
2023-05-18,66040.0,18600.0,5405.0,18800.0,19700.0
2023-05-19,65690.0,18530.0,5395.0,18700.0,19600.0
